Length,Count,Coverage,Query,Mosquito,Lowest E-value,Greatest identity %,Greatest HSP length,Family,Description (HSP length)
1546,730,47.13712807,19_bowtie2_1_contig_1493,Culex tarsalis,0,99.74,1538,Peribunyaviridae,"MW434584.1 Culex Bunyavirus 2 isolate CMS001_044_ALCO nucleoprotein gene, complete cds"
872,170,19.62270642,29_bowtie2_1_contig_9831,Aedes vexans,0,89.79,869,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
2141,1153,54.1326483,26_bowtie2_1_contig_1463,Culex tarsalis,0,98.6,2139,Rhabdoviridae,MW434769.1 Merida virus isolate CMS002_035a_COAV genomic sequence
871,243,28.11940299,36_bowtie2_1_contig_395,Aedes vexans,0,89.53,866,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
871,49,5.613088404,41_bowtie2_1_contig_30286,Aedes vexans,5.03E-118,74.11,644,Iflaviridae,"LC310707.1 Armigeres iflavirus gene for polyprotein, complete cds, strain: 10P38-310"
868,51,5.835253456,20_bowtie2_1_contig_20986,Aedes vexans,0,95.97,868,Picornavirales,"MT293153.1 Hubei arthropod virus 1 strain STN1 polyprotein gene, complete cds"
619,20,3.255250404,23_bowtie2_contig_20478,Culex tarsalis,0,98.38,619,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
612,33,5.397058824,33_bowtie2_1_contig_37423,Aedes vexans,0,99.67,612,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
536,104,18.625,19_bowtie2_1_contig_6634,Culex tarsalis,0,100,536,Peribunyaviridae,"MW434614.1 Culex Bunyavirus 2 isolate CMS002_035a_COAV RNA-dependent RNA polymerase gene, complete cds"
859,53,6.126891735,4_bowtie2_1_contig_32509,Aedes vexans,0,77.59,810,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
316,1784,549.5,10_bowtie2_1_contig_676,Culex tarsalis,1.59E-150,97.78,316,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
854,89,10.50936768,3_bowtie2_1_contig_14062,Aedes vexans,0,95.57,521,Chuviridae,"KX924630.1 Chuvirus Mos8Chu0 segment L RNA-directed RNA polymerase gene, complete cds"
3262,42495,1310.902514,40_bowtie2_1_contig_277,Aedes vexans,0,73.9,3247,Birnaviridae,"NC_016517.1 Espirito Santo virus segment B, complete genome"
853,79,9.280187573,43_bowtie2_contig_16370,Culex tarsalis,9.49E-140,74.52,771,Rhabdoviridae,MW434775.1 Stang virus isolate CMS002_053a_PLCR genomic sequence
914,67,7.387308534,23_bowtie2_contig_5527,Culex tarsalis,0,98.36,914,Rhabdoviridae,"MH664044.1 Flanders hapavirus isolate NE00-23, complete genome"
851,23,2.726204465,34_bowtie2_contig_15676,Culex tarsalis,0,94.7,849,Rhabdoviridae,MW434766.1 Canya virus isolate CMS001_031_ALCO genomic sequence
548,15,2.759124088,45_bowtie2_1_contig_29826,Aedes vexans,0,98.54,548,Luteoviridae,MW434890.1 Marma virus isolate CMS002_051a_PLCR segment RNA1 genomic sequence
981,271,27.52293578,35_bowtie2_1_contig_3896,Aedes vexans,0,74.82,981,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
428,34,7.63317757,11_bowtie2_1_contig_2531,Culex tarsalis,2.08E-163,90.35,425,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
844,79,9.450236967,2_bowtie2_1_contig_4646,Aedes vexans,1.39E-137,73.25,830,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1902,490,25.83228181,35_bowtie2_1_contig_4471,Aedes vexans,0,74.02,1454,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
841,197,23.50178359,28_bowtie2_1_contig_8973,Coquillettidia perturbans,0,93.48,780,Nodaviridae,"KX883125.1 Hubei noda-like virus 12 strain mosZJ34483 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
807,166,20.30731103,11_bowtie2_1_contig_12373,Culex tarsalis,0,98.99,796,Orthomyxoviridae,"MW434232.1 Astopletus virus isolate CMS001_046_ALCO hypothetical protein gene, complete cds"
2095,207,9.957995227,26_bowtie2_1_contig_3926,Culex tarsalis,0,98.62,2095,Rhabdoviridae,MW434769.1 Merida virus isolate CMS002_035a_COAV genomic sequence
748,162,21.10427807,35_bowtie2_1_contig_6399,Aedes vexans,5.21E-174,77.66,761,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
836,186,22.24880383,10_bowtie2_1_contig_10240,Culex tarsalis,0,97.73,836,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
881,39,4.464245176,23_bowtie2_contig_21390,Culex tarsalis,0,97.5,881,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
528,24,4.590909091,45_bowtie2_1_contig_33483,Aedes vexans,0,98.67,528,Luteoviridae,MW434859.1 Marma virus isolate CMS002_042a_COAV segment RNA2 genomic sequence
835,48,5.779640719,34_bowtie2_contig_13373,Culex tarsalis,0,94.97,834,Totiviridae,MW434945.1 Gouley virus isolate CMS002_040a_COAV genomic sequence
834,176,21.25419664,2_bowtie2_1_contig_23727,Aedes vexans,0,90.07,853,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
673,4038,603.1040119,26_bowtie2_1_contig_1698,Culex tarsalis,0,98.61,648,Orthomyxoviridae,"MW434463.1 Wuhan Mosquito Virus 6 isolate CMS002_029d_WVAL hypothetical protein 2 gene, complete cds"
833,82,9.859543818,20_bowtie2_1_contig_13136,Aedes vexans,0,89.94,852,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
833,34,4.117647059,24_bowtie2_1_contig_14078,Ochlerotatus flavescens,1.57E-149,74.46,831,,MN905972.1 Dicistroviridae sp. isolate plw155dic6 genomic sequence
673,233,34.24219911,36_bowtie2_1_contig_10843,Aedes vexans,1.34E-117,74.15,673,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
3472,17616,510.5288018,40_bowtie2_1_contig_523,Aedes vexans,0,78.66,2192,Birnaviridae,"MT263973.1 Port Bolivar virus isolate GMC-202 segment A, complete sequence"
9026,1550,17.30013295,34_bowtie2_contig_1058,Culex tarsalis,0,99.81,9026,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
830,42,5.015662651,24_bowtie2_1_contig_5252,Ochlerotatus flavescens,9.22E-140,74.1,792,Picornavirales,MT138134.1 Picornavirales sp. isolate zftwig05rna2nc genomic sequence
4674,1008,21.53102268,36_bowtie2_1_contig_1337,Aedes vexans,0,73.08,4689,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1200,660,53.865,11_bowtie2_1_contig_3025,Culex tarsalis,0,90.75,995,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
826,41,4.978208232,8_bowtie2_1_contig_28460,Aedes vexans,0,97.22,826,Dicistroviridae,"KY243932.1 Black queen cell virus strain PP, complete genome"
2155,135,6.254292343,19_bowtie2_1_contig_6909,Culex tarsalis,0,99.86,2155,Peribunyaviridae,"MW434600.1 Culex Bunyavirus 2 isolate CMS001_033_ALCO RNA-dependent RNA polymerase gene, complete cds"
822,43,5.273722628,25_bowtie2_1_contig_10682,Aedes vexans,7.48E-179,77.09,821,Picornavirales,"MN784072.1 Perrin Park virus strain PPKV 205641 hypothetical protein gene, complete cds"
822,29,3.558394161,38_bowtie2_contig_6926,Culex tarsalis,0,98.91,822,Virgaviridae,MW435008.1 Hubei virga-like virus 2 isolate CMS001_020_ALCO genomic sequence
749,2260,291.5193591,10_bowtie2_1_contig_803,Culex tarsalis,0,95.93,590,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
820,623,75.56585366,1_bowtie2_1_contig_1950,Aedes vexans,6.15E-104,76.79,528,Iflaviridae,MK167243.1 UNVERIFIED: Iflaviridae sp. isolate MosAed-Iflav-IML50 genomic sequence
1505,542,36.20066445,26_bowtie2_1_contig_2252,Culex tarsalis,0,99.13,1495,Orthomyxoviridae,"MW434443.1 Wuhan Mosquito Virus 6 isolate CMS002_056a_PLCR hypothetical protein gene, complete cds"
263,727,265.6882129,11_bowtie2_1_contig_369,Culex tarsalis,2.67E-102,91.98,262,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
1181,126,10.36833192,11_bowtie2_1_contig_3806,Culex tarsalis,0,87.98,1181,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
1496,530,34.14973262,36_bowtie2_1_contig_200,Aedes vexans,4.85E-121,79.58,830,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
515,1542,297.6796117,10_bowtie2_1_contig_882,Culex tarsalis,0,94.94,514,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
817,50,6.160342717,23_bowtie2_contig_14050,Culex tarsalis,0,99.76,817,,MW046497.1 Grus japonensis parvoviridae sp. isolate cra190par02 genomic sequence
480,778,156.6791667,10_bowtie2_1_contig_883,Culex tarsalis,0,90.86,514,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
814,39,4.832923833,28_bowtie2_1_contig_15028,Coquillettidia perturbans,0,91.02,813,Nodaviridae,"KX883125.1 Hubei noda-like virus 12 strain mosZJ34483 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
2233,726,32.6085983,36_bowtie2_1_contig_2064,Aedes vexans,0,83.67,2235,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1570,148,9.372611465,12_bowtie2_1_contig_7069,Culex tarsalis,0,96.05,1570,Tombusviridae,MW434931.1 Hubei mosquito virus 4 isolate CMS002_029c_WVAL genomic sequence
812,167,20.75738916,23_bowtie2_contig_9632,Culex tarsalis,0,97.78,812,Rhabdoviridae,"NC_034531.1 Manitoba virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds"
447,19,4.165548098,11_bowtie2_1_contig_4124,Culex tarsalis,5.12E-146,86.07,445,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
897,38,4.182831661,11_bowtie2_1_contig_17578,Culex tarsalis,0,98.89,897,Orthomyxoviridae,"MW434226.1 Astopletus virus isolate CMS001_027_ALCO polymerase PB2 gene, complete cds"
810,115,14.31851852,25_bowtie2_1_contig_10086,Aedes vexans,5.68E-117,76.15,587,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
810,112,13.8691358,26_bowtie2_1_contig_3506,Culex tarsalis,0,100,809,Virgaviridae,MW435005.1 Hubei virga-like virus 2 isolate CMS002_047g_WVAL genomic sequence
418,17,4.100478469,11_bowtie2_1_contig_17926,Culex tarsalis,0,99.28,418,Orthomyxoviridae,"MW434228.1 Astopletus virus isolate CMS001_046_ALCO polymerase PB1 gene, complete cds"
808,56,6.987624,30_bowtie2_contig_17111,Culex tarsalis,7.36E-141,74.65,771,Rhabdoviridae,MW434775.1 Stang virus isolate CMS002_053a_PLCR genomic sequence
512,37,7.228515625,11_bowtie2_1_contig_19765,Culex tarsalis,0,98.63,512,Orthomyxoviridae,"MW434223.1 Astopletus virus isolate CMS001_046_ALCO nucleoprotein gene, complete cds"
562,27,4.734875445,11_bowtie2_1_contig_19766,Culex tarsalis,0,98.04,561,Orthomyxoviridae,"MW434230.1 Astopletus virus isolate CMS001_027_ALCO hypothetical protein gene, complete cds"
346,10,2.907514451,11_bowtie2_1_contig_22019,Culex tarsalis,3.39E-172,99.13,346,Orthomyxoviridae,"MW434227.1 Astopletus virus isolate CMS001_046_ALCO polymerase PB2 gene, complete cds"
805,101,12.59130435,22_bowtie2_1_contig_14541,Aedes vexans,0,93.79,805,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
545,16,2.963302752,23_bowtie2_contig_8096,Culex tarsalis,0,100,545,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
711,32,4.437412096,11_bowtie2_1_contig_4125,Culex tarsalis,0,86.6,709,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
1882,218,11.39798087,19_bowtie2_1_contig_7356,Culex tarsalis,0,99.89,1880,Peribunyaviridae,"MW434548.1 Culex Bunyavirus 2 isolate CMS001_030_ALCO glycoprotein gene, complete cds"
2441,700,28.90004097,26_bowtie2_1_contig_3339,Culex tarsalis,0,99.71,2436,Orthomyxoviridae,"MW434433.1 Wuhan Mosquito Virus 6 isolate CMS002_029c_WVAL polymerase PB1 gene, complete cds"
9121,2478,27.36278917,36_bowtie2_1_contig_2103,Aedes vexans,0,99.75,9125,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
797,135,16.91468005,44_bowtie2_1_contig_8311,Coquillettidia perturbans,5.95E-161,77.08,749,,NC_023615.1 Invertebrate iridescent virus 22 isolate IIV22Aberystwyth complete genome
794,69,8.759445844,25_bowtie2_1_contig_15271,Aedes vexans,2.21E-128,77.27,606,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
3440,9936,290.9688953,41_bowtie2_1_contig_1553,Aedes vexans,0,78.62,2192,Birnaviridae,"MT263973.1 Port Bolivar virus isolate GMC-202 segment A, complete sequence"
381,9,2.385826772,11_bowtie2_1_contig_23624,Culex tarsalis,0,97.38,381,Orthomyxoviridae,"MW434231.1 Astopletus virus isolate CMS001_046_ALCO hypothetical protein gene, complete cds"
792,24,3.046717172,1_bowtie2_1_contig_47741,Aedes vexans,0,92.32,794,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
792,62,7.893939394,43_bowtie2_contig_8438,Culex tarsalis,0,100,809,Virgaviridae,MW435005.1 Hubei virga-like virus 2 isolate CMS002_047g_WVAL genomic sequence
792,38,4.842171717,10_bowtie2_1_contig_17152,Culex tarsalis,0,97.73,792,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
789,52,6.522179975,10_bowtie2_1_contig_2439,Culex tarsalis,0,97.72,789,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
372,271,71.06451613,11_bowtie2_1_contig_4446,Culex tarsalis,1.78E-144,90.86,372,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
969,526,53.73684211,36_bowtie2_1_contig_2505,Aedes vexans,1.84E-111,70.01,923,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
3308,583,17.66535671,26_bowtie2_1_contig_5718,Culex tarsalis,0,99.34,2745,Rhabdoviridae,"NC_040599.1 Merida virus isolate MERD-Mex07, complete genome"
786,33,4.237913,30_bowtie2_contig_14930,Culex tarsalis,0,95.29,785,Rhabdoviridae,MW434768.1 Elisy virus isolate CMS001_039_ALCO genomic sequence
786,68,8.71374,30_bowtie2_contig_8835,Culex tarsalis,0,94.92,787,Rhabdoviridae,MW434766.1 Canya virus isolate CMS001_031_ALCO genomic sequence
785,54,6.892993631,23_bowtie2_contig_14924,Culex tarsalis,0,98.85,785,Partitiviridae,"MH188035.1 Culex mosquito virus 2 strain CMosV2/Santa Cruz, complete genome"
1877,1635,87.77836974,26_bowtie2_1_contig_4127,Culex tarsalis,0,99.3,1870,Orthomyxoviridae,"MW434385.1 Wuhan Mosquito Virus 6 isolate CMS002_056a_PLCR nucleoprotein gene, complete cds"
785,64,8.140127389,11_bowtie2_1_contig_11372,Culex tarsalis,0,100,803,Virgaviridae,MW435005.1 Hubei virga-like virus 2 isolate CMS002_047g_WVAL genomic sequence
784,52,6.639030612,40_bowtie2_1_contig_28179,Aedes vexans,0.00E+00,98.98,784,Iflaviridae,"MT224138.1 Soybean thrips iflavirus 4 strain STN1 polyprotein gene, complete cds"
784,110,14.1122449,35_bowtie2_1_contig_18212,Aedes vexans,1.79E-110,74.36,607,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
731,37,5.091655267,23_bowtie2_contig_8688,Culex tarsalis,0,98.91,732,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
783,40,5.149425287,38_bowtie2_contig_20750,Culex tarsalis,0,99.74,783,Virgaviridae,MW435009.1 Hubei virga-like virus 2 isolate CMS001_048_ALCO genomic sequence
782,34,4.386189258,23_bowtie2_contig_1892,Culex tarsalis,0,99.87,782,Virgaviridae,MW435009.1 Hubei virga-like virus 2 isolate CMS001_048_ALCO genomic sequence
793,45,5.655737705,11_bowtie2_1_contig_6750,Culex tarsalis,0,98.87,793,Orthomyxoviridae,"MW434225.1 Astopletus virus isolate CMS001_046_ALCO polymerase PA gene, complete cds"
781,109,13.87067862,19_bowtie2_1_contig_5874,Culex tarsalis,0,97.18,781,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
939,65,6.834930777,19_bowtie2_1_contig_8240,Culex tarsalis,0,100,939,Peribunyaviridae,"MW434603.1 Culex Bunyavirus 2 isolate CMS001_036_ALCO RNA-dependent RNA polymerase gene, complete cds"
3258,48810,1508.415899,41_bowtie2_1_contig_23,Aedes vexans,0,73.9,3247,Birnaviridae,"NC_016517.1 Espirito Santo virus segment B, complete genome"
1100,57,5.230909091,37_bowtie2_1_contig_17756,Aedes vexans,0,99.73,1100,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
779,34,4.355584082,6_bowtie2_1_contig_39427,Aedes vexans,0,80.92,779,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
594,366,61.43771044,11_bowtie2_1_contig_8034,Culex tarsalis,0,98.81,587,Orthomyxoviridae,"MW434237.1 Astopletus virus isolate CMS001_046_ALCO hypothetical protein 3 gene, complete cds"
1038,898,86.31406551,36_bowtie2_1_contig_8618,Aedes vexans,0,75.02,1037,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1537,320,20.9531555,23_bowtie2_contig_1008,Culex tarsalis,0,99.74,1537,Peribunyaviridae,"MW434565.1 Culex Bunyavirus 2 isolate CMS002_029b_WVAL nucleoprotein gene, complete cds"
776,35,4.551546392,10_bowtie2_1_contig_11889,Culex tarsalis,1.36E-105,75.27,566,,"MK733235.1 Sitobion miscanthi virus 1 strain YYSMV1, complete genome"
1766,1872,105.1228766,26_bowtie2_1_contig_820,Culex tarsalis,0,99.53,941,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
1191,407,33.33837112,11_bowtie2_1_contig_5212,Culex tarsalis,0,85.33,1241,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
820,84,9.976829268,11_bowtie2_1_contig_5992,Culex tarsalis,0,96.23,822,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
773,49,6.222509702,4_bowtie2_1_contig_24528,Aedes vexans,0,73.04,726,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
2228,862,38.94479354,26_bowtie2_1_contig_4921,Culex tarsalis,0,98.78,2222,Orthomyxoviridae,"MW434395.1 Wuhan Mosquito Virus 6 isolate CMS001_036_ALCO polymerase PA gene, complete cds"
989,50,5.089989889,37_bowtie2_1_contig_18739,Aedes vexans,0,99.39,989,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
320,21,6.503125,11_bowtie2_1_contig_6129,Culex tarsalis,3.55E-127,91.88,320,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
2442,824,33.91113841,26_bowtie2_1_contig_9033,Culex tarsalis,0,99.18,2433,Orthomyxoviridae,"MW434418.1 Wuhan Mosquito Virus 6 isolate CMS001_036_ALCO polymerase PB2 gene, complete cds"
2441,886,36.51659,30_bowtie2_contig_3491,Culex tarsalis,0,99.22,2433,Orthomyxoviridae,"MW434418.1 Wuhan Mosquito Virus 6 isolate CMS001_036_ALCO polymerase PB2 gene, complete cds"
326,148,44.4202454,10_bowtie2_1_contig_899,Culex tarsalis,1.04E-146,95.99,324,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
760,40,5.309210526,23_bowtie2_contig_21298,Culex tarsalis,0,96.93,760,,"MT227259.1 UNVERIFIED: Culex Hubei-like virus strain 114 hypothetical protein-like gene, partial sequence"
760,39,5.169736842,9_bowtie2_1_contig_28927,Coquillettidia perturbans,0,98.42,760,,MW520426.1 Culex pipiens orthomyxo-like virus isolate OC4 cRNA sequence
2124,958,44.88936,30_bowtie2_contig_1313,Culex tarsalis,0,98.63,2124,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
758,56,7.233509235,19_bowtie2_1_contig_1003,Culex tarsalis,0,97.89,758,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
441,12,2.74829932,12_bowtie2_1_contig_10872,Culex tarsalis,0,98.87,441,Orthomyxoviridae,"MW434225.1 Astopletus virus isolate CMS001_046_ALCO polymerase PA gene, complete cds"
492,2988,593.9817073,10_bowtie2_1_contig_900,Culex tarsalis,0,96.54,492,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
721,29,4.05409154,23_bowtie2_contig_11958,Culex tarsalis,0,100,721,Peribunyaviridae,"MW434609.1 Culex Bunyavirus 2 isolate CMS002_010a_SAND RNA-dependent RNA polymerase gene, complete cds"
557,30,5.438061041,23_bowtie2_contig_12959,Culex tarsalis,0,99.64,557,Peribunyaviridae,"MH188052.1 Culex Bunyavirus 2 strain CBunV2/Fresno, complete genome"
753,48,6.381142098,19_bowtie2_1_contig_2674,Culex tarsalis,0,96.94,751,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
1773,1509,85.08911,30_bowtie2_contig_3623,Culex tarsalis,0,99.46,1578,Orthomyxoviridae,"MW434385.1 Wuhan Mosquito Virus 6 isolate CMS002_056a_PLCR nucleoprotein gene, complete cds"
751,24,3.225033289,38_bowtie2_contig_6114,Culex tarsalis,0,99.73,751,Virgaviridae,MW435011.1 Hubei virga-like virus 2 isolate CMS001_057_ALCO genomic sequence
265,353,129,11_bowtie2_1_contig_1049,Culex tarsalis,8.80E-115,95.09,265,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
780,48,6.179487179,23_bowtie2_contig_16028,Culex tarsalis,0,100,780,Peribunyaviridae,"MH188052.1 Culex Bunyavirus 2 strain CBunV2/Fresno, complete genome"
1502,3760,249.9574,30_bowtie2_contig_246,Culex tarsalis,0,99.21,1119,Rhabdoviridae,"MH188000.1 Culex rhabdovirus strain CRV/Kern, complete genome"
1882,835,43.77364506,37_bowtie2_1_contig_1560,Aedes vexans,0,76.06,1591,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
731,66,8.901505,30_bowtie2_contig_3246,Culex tarsalis,0,97.74,708,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
741,49,6.584345479,29_bowtie2_1_contig_11182,Aedes vexans,8.20E-121,73.21,739,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1508,514,34.27785,30_bowtie2_contig_437,Culex tarsalis,0,99.13,1495,Orthomyxoviridae,"MW434443.1 Wuhan Mosquito Virus 6 isolate CMS002_056a_PLCR hypothetical protein gene, complete cds"
357,13,3.658263305,12_bowtie2_1_contig_13859,Culex tarsalis,4.28E-171,97.75,356,Orthomyxoviridae,"MW434227.1 Astopletus virus isolate CMS001_046_ALCO polymerase PB2 gene, complete cds"
739,25,3.412719892,41_bowtie2_1_contig_32499,Aedes vexans,0,93.78,739,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
2238,1029,46.30027,30_bowtie2_contig_4715,Culex tarsalis,0,98.7,2232,Orthomyxoviridae,"MW434395.1 Wuhan Mosquito Virus 6 isolate CMS001_036_ALCO polymerase PA gene, complete cds"
738,58,7.890243902,44_bowtie2_1_contig_11823,Coquillettidia perturbans,0,99.19,738,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
2446,841,34.5789,30_bowtie2_contig_4961,Culex tarsalis,0,99.75,2438,Orthomyxoviridae,"MW434433.1 Wuhan Mosquito Virus 6 isolate CMS002_029c_WVAL polymerase PB1 gene, complete cds"
648,3694,564.4243827,11_bowtie2_1_contig_1050,Culex tarsalis,0,95.05,647,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
547,125,22.61243144,23_bowtie2_contig_917,Culex tarsalis,0,99.09,547,Rhabdoviridae,"MH664045.1 Flanders hapavirus isolate CA63V-162, complete genome"
1817,2734,150.5228,30_bowtie2_contig_397,Culex tarsalis,0,98.79,1817,Rhabdoviridae,"NC_040599.1 Merida virus isolate MERD-Mex07, complete genome"
3558,1653,45.83642496,37_bowtie2_1_contig_2343,Aedes vexans,0,76.16,2113,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
4430,861,19.51467,30_bowtie2_contig_400,Culex tarsalis,0,98.94,4430,Rhabdoviridae,"NC_040599.1 Merida virus isolate MERD-Mex07, complete genome"
1336,8530,631.6347305,26_bowtie2_1_contig_1019,Culex tarsalis,0,95.45,1386,Rhabdoviridae,"MH664044.1 Flanders hapavirus isolate NE00-23, complete genome"
8773,7880,89.84771458,26_bowtie2_1_contig_29,Culex tarsalis,0,99.77,3403,Rhabdoviridae,"MH664044.1 Flanders hapavirus isolate NE00-23, complete genome"
845,140,16.12662722,11_bowtie2_1_contig_6330,Culex tarsalis,0,90.15,843,Flaviviridae,MW434111.1 Placeda virus isolate CMS001_002_ALCO genomic sequence
733,70,9.566166439,19_bowtie2_1_contig_6276,Culex tarsalis,0,99.86,733,Narnaviridae,MW434169.1 Culex narnavirus 1 isolate CMS002_029c_WVAL genomic sequence
733,30,4.128240109,28_bowtie2_1_contig_24617,Coquillettidia perturbans,0,99.05,733,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1700,11572,680.9952941,26_bowtie2_1_contig_76,Culex tarsalis,0,99.41,1700,Rhabdoviridae,"MH664044.1 Flanders hapavirus isolate NE00-23, complete genome"
